feature,v_classical,p_classical,v_romantic,p_romantic,v_impressionist,p_impressionist,accel_romantic,accel_impressionist
pitch_range_semitones,-5.138888888888886,0.028459705307582052,19.999999999999993,1.2810195750882914e-11,2.7777777777777857,0.2783693993810168,25.13888888888888,-17.222222222222207
dissonance_ratio,-0.08600694221842642,0.014003316167906944,0.22858519589472154,6.758832755891784e-10,0.048097707737635886,0.12477352520583705,0.31459213811314796,-0.18048748815708565
harmonic_density_mean,-0.25323286417894364,0.033867356936723096,0.5004057912426276,1.2238362952550475e-05,0.3224949337048515,0.00881157682460625,0.7536386554215713,-0.17791085753777613
rhythmic_pattern_entropy,0.1186164567466208,0.6032500161121226,0.017187711458028332,0.9476489626947362,1.430251151753139,1.217911535175405e-06,-0.10142874528859247,1.4130634402951108
