composer_label,title,mxl_path,chord_event_count,chord_quality_total,chord_quality_major_pct,chord_quality_minor_pct,chord_quality_diminished_pct,chord_quality_augmented_pct,chord_quality_other_pct,harmonic_density_mean,dissonance_ratio,dissonant_note_count,passing_tone_ratio,appoggiatura_ratio,other_dissonance_ratio,roman_chord_count,deceptive_cadence_ratio,modal_interchange_ratio
Bach,J. S. Bach: Little Prelude in C Major BWV 924,/Users/victor/JuFo2026/15571083/mxl/0/16/QmaDct1x6hnFgV8BFMLGzUKCd7DkNHm96Udwix7AW3pDva.mxl,287,287,16.376306620209057,8.710801393728223,0.0,0.0,74.91289198606272,1.6794425087108014,0.2787456445993031,81,0.08641975308641975,0.0,0.9135802469135802,278,0.05415162454873646,0.017985611510791366
Bach,Bach's chorale harmonisations 241-371 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/17/35/QmZoWXdZkvuavKpPnFchpZmC6NJZzsfADtE4uzUdH929oU.mxl,10515,10515,54.88349976224441,29.719448407037564,8.254873989538753,0.49453162149310514,6.6476462196861625,3.272372800760818,0.4734189253447456,8283,0.013400941687794278,0.01545333816250151,0.9711457201497042,10138,0.03166617342408997,0.2277569540343263
Bach,J. S. Bach - Fugue in C Major BWV 846 WTC 1 (real audio),/Users/victor/JuFo2026/15571083/mxl/11/27/QmTJYYLf7PaqwbZ4h3tQ4eDnGnX9gG1SBDaKjiixKp2gD2.mxl,398,398,36.18090452261307,30.90452261306533,9.296482412060302,1.0050251256281406,22.613065326633166,2.829145728643216,0.5904522613065326,207,0.08695652173913043,0.014492753623188406,0.8985507246376812,389,0.02577319587628866,0.015424164524421594
Bach,Prelude No. 2 BWV 847 in C Minor,/Users/victor/JuFo2026/15571083/mxl/8/31/QmQmxCfft8FrQC5YyRdnucv3SypmxbVBrGDm1WwGwAZeoq.mxl,625,625,16.8,53.6,0.0,0.0,29.599999999999998,1.88,0.1152,341,0.011730205278592375,0.0,0.9882697947214076,621,0.02903225806451613,0.20933977455716588
Bach,Bach's chorale harmonisations 1-120 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/2/10/QmcAcXxP8kmmTdw8pn8xvHfrb2L5GrCqd5uQ44ETsDXusi.mxl,9235,9235,54.09853817000542,30.427720628045478,8.879263670817542,0.5739036275040607,6.020573903627504,3.2684353004872766,0.4660530590146183,7574,0.007657776604172168,0.014787430683918669,0.9775547927119091,8906,0.034362717574396406,0.19290366045362678
Bach,Bach Fugue in C-Major (from Toccata Adagio and Fugue in C Major for Organ BWV 564) arr. for piano,/Users/victor/JuFo2026/15571083/mxl/10/53/QmSXZREKKbbZGL9o7rXGFXub3ZyKFp2ExUaLncjNAdByZX.mxl,1565,1565,36.74121405750799,27.284345047923324,4.0894568690095845,0.7667731629392971,31.11821086261981,2.440894568690096,0.3610223642172524,435,0.11724137931034483,0.011494252873563218,0.871264367816092,1487,0.02489905787348587,0.0026899798251513113
Bach,Chorale harmonisations from various vocal works by Bach,/Users/victor/JuFo2026/15571083/mxl/0/40/QmarstozgAPFGWKQtmATXsmdsBCJ5aytRngSr9harJS2vW.mxl,3834,3834,54.19926969222744,30.229525299947834,6.677099634846114,0.39123630672926446,8.502869066249348,3.214397496087637,0.44522691705790296,2966,0.012811867835468645,0.01078894133513149,0.9763991908293999,3686,0.02496607869742198,0.13185024416711882
Bach,J. S. Bach - Invention No. 5 in Eb-Major BWV 776 (real audio),/Users/victor/JuFo2026/15571083/mxl/2/21/QmcgPrR41ikm5Ci6ABVf4r58KCVov3VKepGZTgAnGRCoPD.mxl,500,500,24.2,22.8,0.0,0.0,53.0,1.894,0.32,228,0.11842105263157894,0.0,0.881578947368421,487,0.02263374485596708,0.043121149897330596
Bach,Bach: Little Prelude in C major BWV 933,/Users/victor/JuFo2026/15571083/mxl/0/4/Qma58kekAvv9TsecniR4ja9nDEv3GD4os1aDq9r8ZfzvD8.mxl,249,249,26.907630522088354,24.497991967871485,2.8112449799196786,0.4016064257028112,45.38152610441767,2.1365461847389557,0.3815261044176707,95,0.14736842105263157,0.0,0.8526315789473684,244,0.012345679012345678,0.0
Bach,Bach Prelude in C-Major (from Toccata Adagio and Fugue in C Major for Organ BWV 564) arr. for piano,/Users/victor/JuFo2026/15571083/mxl/4/38/QmeqFD5GdewkgSzD8TPnhrwqApfHwqhp54bygLi9A22Wd5.mxl,1500,1500,19.666666666666664,16.066666666666666,2.0666666666666664,0.13333333333333333,62.06666666666667,1.8506666666666667,0.19733333333333333,590,0.011864406779661017,0.001694915254237288,0.9864406779661017,1411,0.024822695035460994,0.001417434443656981
